year,local_day,local_hour_end,tot_wind_mwh,_FREQ_
2019,3-Mar-19,2,72.028,40
2019,3-Mar-19,3,81.649,42
2019,3-Mar-19,4,91.817,42
2019,3-Mar-19,5,109.696,48
2019,3-Mar-19,6,147.098,48
2019,3-Mar-19,7,165.011,55
2019,3-Mar-19,8,156.981,57
2019,3-Mar-19,9,120.537,52
2019,3-Mar-19,10,125.021,49
2019,3-Mar-19,11,151.655,47
2019,3-Mar-19,12,127.172,38
2019,3-Mar-19,13,100.868,39
2019,3-Mar-19,14,81.286,44
2019,3-Mar-19,15,41.328,41
2019,3-Mar-19,16,27.474,45
2019,3-Mar-19,17,28.29,42
2019,3-Mar-19,18,46.12,44
2019,3-Mar-19,19,80.957,49
2019,3-Mar-19,20,116.656,48
2019,3-Mar-19,21,145.022,40
2019,3-Mar-19,22,87.764,35
2019,3-Mar-19,23,81.135,34
2019,3-Mar-19,24,107.732,36
2019,4-Mar-19,1,134.593,43
2019,4-Mar-19,2,131.091,41
2019,4-Mar-19,3,88.139,44
2019,4-Mar-19,4,100.987,41
2019,4-Mar-19,5,128.281,53
2019,4-Mar-19,6,174.33,55
2019,4-Mar-19,7,237.319,55
2019,4-Mar-19,8,271.496,53
2019,4-Mar-19,9,298.344,56
2019,4-Mar-19,10,320.14,56
2019,4-Mar-19,11,291.408,56
2019,4-Mar-19,12,356.869,57
2019,4-Mar-19,13,459.887,57
2019,4-Mar-19,14,548.998,57
2019,4-Mar-19,15,632.093,59
2019,4-Mar-19,16,730.424,60
2019,4-Mar-19,17,768.072,60
2019,4-Mar-19,18,727.663,59
2019,4-Mar-19,19,690.628,59
2019,4-Mar-19,20,787.306,62
2019,4-Mar-19,21,894.268,62
2019,4-Mar-19,22,995.951,65
2019,4-Mar-19,23,989.894,63
2019,4-Mar-19,24,949.908,61
2019,5-Mar-19,1,950.7,61
2019,5-Mar-19,2,915.242,59
2019,5-Mar-19,3,918.904,60
2019,5-Mar-19,4,893.46,57
2019,5-Mar-19,5,843.478,57
2019,5-Mar-19,6,831.118,57
2019,5-Mar-19,7,776.129,58
2019,5-Mar-19,8,660.232,58
2019,5-Mar-19,9,594.066,57
2019,5-Mar-19,10,554.472,56
2019,5-Mar-19,11,412.018,53
2019,5-Mar-19,12,322.839,54
2019,5-Mar-19,13,265.853,55
2019,5-Mar-19,14,228.768,57
2019,5-Mar-19,15,211.182,56
2019,5-Mar-19,16,185.837,55
2019,5-Mar-19,17,152.108,54
2019,5-Mar-19,18,112.885,53
2019,5-Mar-19,19,132.531,52
2019,5-Mar-19,20,185.521,51
2019,5-Mar-19,21,254.055,52
2019,5-Mar-19,22,359.85,54
2019,5-Mar-19,23,379.538,55
2019,5-Mar-19,24,342.233,57
2019,6-Mar-19,1,335.795,58
2019,6-Mar-19,2,356.029,59
2019,6-Mar-19,3,312.638,59
2019,6-Mar-19,4,309.761,57
2019,6-Mar-19,5,352.948,58
2019,6-Mar-19,6,366.155,56
2019,6-Mar-19,7,403.488,58
2019,6-Mar-19,8,438.784,62
2019,6-Mar-19,9,554.129,63
2019,6-Mar-19,10,688.602,65
2019,6-Mar-19,11,723.137,60
2019,6-Mar-19,12,781.997,60
2019,6-Mar-19,13,822.207,62
2019,6-Mar-19,14,844.819,61
2019,6-Mar-19,15,832.365,61
2019,6-Mar-19,16,912.864,63
2019,6-Mar-19,17,933.803,63
2019,6-Mar-19,18,884.248,62
2019,6-Mar-19,19,814.851,60
2019,6-Mar-19,20,814.683,60
2019,6-Mar-19,21,838.644,60
2019,6-Mar-19,22,821.641,59
2019,6-Mar-19,23,811.9,58
2019,6-Mar-19,24,774.253,58
2019,7-Mar-19,1,703.627,57
2019,7-Mar-19,2,629.496,56
2019,7-Mar-19,3,614.517,54
2019,7-Mar-19,4,594.671,54
2019,7-Mar-19,5,601.069,56
2019,7-Mar-19,6,587.318,55
2019,7-Mar-19,7,583.151,57
2019,7-Mar-19,8,505.078,57
2019,7-Mar-19,9,457.268,57
2019,7-Mar-19,10,571.951,57
2019,7-Mar-19,11,631.753,56
2019,7-Mar-19,12,646.196,57
2019,7-Mar-19,13,655.038,58
2019,7-Mar-19,14,688.959,60
2019,7-Mar-19,15,731.846,60
2019,7-Mar-19,16,783.704,60
2019,7-Mar-19,17,792.4,60
2019,7-Mar-19,18,651.525,59
2019,7-Mar-19,19,641.605,59
2019,7-Mar-19,20,718.485,58
2019,7-Mar-19,21,743.227,59
2019,7-Mar-19,22,717.857,58
2019,7-Mar-19,23,672.215,58
2019,7-Mar-19,24,640.394,59
2019,8-Mar-19,1,610.56,58
2019,8-Mar-19,2,648.088,56
2019,8-Mar-19,3,651.981,57
2019,8-Mar-19,4,640.644,57
2019,8-Mar-19,5,610.107,58
2019,8-Mar-19,6,593.506,57
2019,8-Mar-19,7,628.351,59
2019,8-Mar-19,8,554.634,58
2019,8-Mar-19,9,408.674,58
2019,8-Mar-19,10,349.306,56
2019,8-Mar-19,11,379.87,59
2019,8-Mar-19,12,372.444,58
2019,8-Mar-19,13,385.489,59
2019,8-Mar-19,14,369.107,59
2019,8-Mar-19,15,356.155,59
2019,8-Mar-19,16,391.007,60
2019,8-Mar-19,17,387.015,57
2019,8-Mar-19,18,394.12,58
2019,8-Mar-19,19,526.395,57
2019,8-Mar-19,20,627.11,59
2019,8-Mar-19,21,650.162,60
2019,8-Mar-19,22,673.485,61
2019,8-Mar-19,23,646.117,60
2019,8-Mar-19,24,633.509,59
2019,9-Mar-19,1,710.356,58
2019,9-Mar-19,2,760.847,57
2019,9-Mar-19,3,807.007,58
2019,9-Mar-19,4,742.082,58
2019,9-Mar-19,5,648.254,59
2019,9-Mar-19,6,675.893,58
2019,9-Mar-19,7,726.284,58
2019,9-Mar-19,8,613.616,59
2019,9-Mar-19,9,519.182,54
2019,9-Mar-19,10,457.948,51
2019,9-Mar-19,11,570.684,49
2019,9-Mar-19,12,592.818,37
2019,9-Mar-19,13,584.562,39
2019,9-Mar-19,14,504.209,35
2019,9-Mar-19,15,475.349,39
2019,9-Mar-19,16,384.667,41
2019,9-Mar-19,17,253.297,44
2019,9-Mar-19,18,171.888,48
2019,9-Mar-19,19,160.335,48
2019,9-Mar-19,20,235.555,53
2019,9-Mar-19,21,358.073,56
2019,9-Mar-19,22,425.66,56
2019,9-Mar-19,23,446.496,56
2019,9-Mar-19,24,526.953,55
2019,10-Mar-19,1,574.237,56
2019,10-Mar-19,3,573.62,56
2019,10-Mar-19,4,567.06,54
2019,10-Mar-19,5,582.048,57
2019,10-Mar-19,6,667.926,59
2019,10-Mar-19,7,724.762,58
2019,10-Mar-19,8,784.472,60
2019,10-Mar-19,9,827.557,59
2019,10-Mar-19,10,818.572,62
2019,10-Mar-19,11,797.443,63
2019,10-Mar-19,12,819.1,61
2019,10-Mar-19,13,804.865,58
2019,10-Mar-19,14,834.616,55
2019,10-Mar-19,15,849.478,59
2019,10-Mar-19,16,883.196,61
2019,10-Mar-19,17,924.228,57
2019,10-Mar-19,18,900.987,56
2019,10-Mar-19,19,867.2,50
2019,10-Mar-19,20,786.265,53
2019,10-Mar-19,21,693.954,52
2019,10-Mar-19,22,627.265,53
2019,10-Mar-19,23,517.223,53
2019,10-Mar-19,24,425.103,52
2019,11-Mar-19,1,318.393,56
2019,11-Mar-19,2,292.902,54
2019,11-Mar-19,3,297.497,55
2019,11-Mar-19,4,368.724,53
2019,11-Mar-19,5,386.156,53
2019,11-Mar-19,6,350.621,52
2019,11-Mar-19,7,334.477,53
2019,11-Mar-19,8,389.267,56
2019,11-Mar-19,9,458.39,57
2019,11-Mar-19,10,520.424,55
2019,11-Mar-19,11,646.518,55
2019,11-Mar-19,12,697.297,59
2019,11-Mar-19,13,785.696,58
2019,11-Mar-19,14,904.172,59
2019,11-Mar-19,15,957.963,63
2019,11-Mar-19,16,971.853,63
2019,11-Mar-19,17,909.892,62
2019,11-Mar-19,18,927.614,61
2019,11-Mar-19,19,924.014,59
2019,11-Mar-19,20,914.264,59
2019,11-Mar-19,21,911.338,58
2019,11-Mar-19,22,917.44,59
2019,11-Mar-19,23,935.222,59
2019,11-Mar-19,24,916.09,60
2019,12-Mar-19,1,864.212,63
2019,12-Mar-19,2,830.8,60
2019,12-Mar-19,3,859.316,61
2019,12-Mar-19,4,907.19,63
2019,12-Mar-19,5,960.04,61
2019,12-Mar-19,6,940.037,59
2019,12-Mar-19,7,1000.764,57
2019,12-Mar-19,8,939.466,57
2019,12-Mar-19,9,865.715,57
2019,12-Mar-19,10,840.07,63
2019,12-Mar-19,11,792.922,65
2019,12-Mar-19,12,782.754,62
2019,12-Mar-19,13,720.341,62
2019,12-Mar-19,14,713.346,61
2019,12-Mar-19,15,743.693,65
2019,12-Mar-19,16,767.628,63
2019,12-Mar-19,17,798.312,64
2019,12-Mar-19,18,791.297,62
2019,12-Mar-19,19,776.556,58
2019,12-Mar-19,20,750.676,56
2019,12-Mar-19,21,673.832,57
2019,12-Mar-19,22,673.048,58
2019,12-Mar-19,23,626.392,57
2019,12-Mar-19,24,547.89,58
2019,13-Mar-19,1,521.43,58
2019,13-Mar-19,2,535.601,56
2019,13-Mar-19,3,492.46,56
2019,13-Mar-19,4,500.109,53
2019,13-Mar-19,5,471.671,55
2019,13-Mar-19,6,366.379,49
2019,13-Mar-19,7,273.069,45
2019,13-Mar-19,8,196.442,44
2019,13-Mar-19,9,115.844,42
2019,13-Mar-19,10,43.4,31
2019,13-Mar-19,11,26.447,23
2019,13-Mar-19,12,21.108,27
2019,13-Mar-19,13,22.657,36
2019,13-Mar-19,14,30.539,40
2019,13-Mar-19,15,51.192,46
2019,13-Mar-19,16,74.947,48
2019,13-Mar-19,17,88.506,50
2019,13-Mar-19,18,117.528,48
2019,13-Mar-19,19,154.777,51
2019,13-Mar-19,20,202.119,54
2019,13-Mar-19,21,220.646,52
2019,13-Mar-19,22,260.395,54
2019,13-Mar-19,23,246.382,54
2019,13-Mar-19,24,187.097,52
2019,14-Mar-19,1,145.485,47
2019,14-Mar-19,2,81.823,37
2019,14-Mar-19,3,70.927,45
2019,14-Mar-19,4,91.932,39
2019,14-Mar-19,5,116.019,41
2019,14-Mar-19,6,140.543,44
2019,14-Mar-19,7,137.407,46
2019,14-Mar-19,8,135.116,49
2019,14-Mar-19,9,107.925,46
2019,14-Mar-19,10,96.897,45
2019,14-Mar-19,11,84.991,40
2019,14-Mar-19,12,85.522,41
2019,14-Mar-19,13,98.654,50
2019,14-Mar-19,14,123.305,53
2019,14-Mar-19,15,155.989,55
2019,14-Mar-19,16,222.384,57
2019,14-Mar-19,17,302.293,58
2019,14-Mar-19,18,402.728,58
2019,14-Mar-19,19,485.443,58
2019,14-Mar-19,20,571.078,58
2019,14-Mar-19,21,621.188,60
2019,14-Mar-19,22,659.523,61
2019,14-Mar-19,23,689.181,62
2019,14-Mar-19,24,745.36,62
2019,15-Mar-19,1,788.51,61
2019,15-Mar-19,2,797.647,60
2019,15-Mar-19,3,764.648,63
2019,15-Mar-19,4,805.399,63
2019,15-Mar-19,5,786.403,61
2019,15-Mar-19,6,823.527,61
2019,15-Mar-19,7,789.017,62
2019,15-Mar-19,8,747.453,62
2019,15-Mar-19,9,745.62,63
2019,15-Mar-19,10,727.095,62
2019,15-Mar-19,11,745.25,61
2019,15-Mar-19,12,745.245,63
2019,15-Mar-19,13,730.863,62
2019,15-Mar-19,14,735.858,63
2019,15-Mar-19,15,729.408,62
2019,15-Mar-19,16,717.444,62
2019,15-Mar-19,17,733.927,62
2019,15-Mar-19,18,719.192,60
2019,15-Mar-19,19,621.362,58
2019,15-Mar-19,20,563.703,57
2019,15-Mar-19,21,439.23,56
2019,15-Mar-19,22,377.705,57
2019,15-Mar-19,23,332.812,57
2019,15-Mar-19,24,396.566,58
2019,16-Mar-19,1,536.326,57
2019,16-Mar-19,2,611.252,57
2019,16-Mar-19,3,626.782,61
2019,16-Mar-19,4,680.444,59
2019,16-Mar-19,5,732.691,59
2019,16-Mar-19,6,678.736,56
2019,16-Mar-19,7,668.799,57
2019,16-Mar-19,8,744.204,59
2019,16-Mar-19,9,786.767,61
2019,16-Mar-19,10,879.739,64
2019,16-Mar-19,11,921.03,63
2019,16-Mar-19,12,985.139,64
2019,16-Mar-19,13,1033.36,65
2019,16-Mar-19,14,1070.446,63
2019,16-Mar-19,15,1074.711,63
2019,16-Mar-19,16,1088.094,63
2019,16-Mar-19,17,1094.619,63
2019,16-Mar-19,18,1109.799,63
2019,16-Mar-19,19,1083.148,63
2019,16-Mar-19,20,1055.919,61
2019,16-Mar-19,21,1048.119,60
2019,16-Mar-19,22,1031.117,62
2019,16-Mar-19,23,978.445,60
2019,16-Mar-19,24,915.036,60
2019,17-Mar-19,1,866.569,60
2019,17-Mar-19,2,832.631,59
2019,17-Mar-19,3,807.453,59
2019,17-Mar-19,4,806.383,59
2019,17-Mar-19,5,806.085,59
2019,17-Mar-19,6,826.152,57
2019,17-Mar-19,7,833.834,57
2019,17-Mar-19,8,859.082,58
2019,17-Mar-19,9,925.631,59
2019,17-Mar-19,10,955.883,63
2019,17-Mar-19,11,968.173,63
2019,17-Mar-19,12,951.022,63
2019,17-Mar-19,13,913.378,62
2019,17-Mar-19,14,887.17,62
2019,17-Mar-19,15,910.408,61
2019,17-Mar-19,16,886.721,62
2019,17-Mar-19,17,771.322,62
2019,17-Mar-19,18,865.106,60
2019,17-Mar-19,19,810.44,59
2019,17-Mar-19,20,769.118,55
2019,17-Mar-19,21,769.731,55
2019,17-Mar-19,22,717.373,56
2019,17-Mar-19,23,642.523,61
2019,17-Mar-19,24,640.16,60
2019,18-Mar-19,1,623.801,58
2019,18-Mar-19,2,578.052,55
2019,18-Mar-19,3,612.292,54
2019,18-Mar-19,4,593.892,53
2019,18-Mar-19,5,623.195,53
2019,18-Mar-19,6,653.546,55
2019,18-Mar-19,7,686.044,55
2019,18-Mar-19,8,638.081,57
2019,18-Mar-19,9,596.142,58
2019,18-Mar-19,10,659.92,58
2019,18-Mar-19,11,735.791,57
2019,18-Mar-19,12,740.33,56
2019,18-Mar-19,13,687.112,56
2019,18-Mar-19,14,660.838,56
2019,18-Mar-19,15,668.914,58
2019,18-Mar-19,16,645.308,58
2019,18-Mar-19,17,673.315,59
2019,18-Mar-19,18,667.18,59
2019,18-Mar-19,19,627.192,60
2019,18-Mar-19,20,587.253,56
2019,18-Mar-19,21,559.509,52
2019,18-Mar-19,22,517.204,54
2019,18-Mar-19,23,381.159,54
2019,18-Mar-19,24,349.281,56
2019,19-Mar-19,1,320.949,51
2019,19-Mar-19,2,276.291,50
2019,19-Mar-19,3,225.275,51
2019,19-Mar-19,4,201.349,54
2019,19-Mar-19,5,192.944,53
2019,19-Mar-19,6,199.652,51
2019,19-Mar-19,7,212.302,51
2019,19-Mar-19,8,237.517,52
2019,19-Mar-19,9,186.999,51
2019,19-Mar-19,10,182.333,51
2019,19-Mar-19,11,285.629,55
2019,19-Mar-19,12,362.86,53
2019,19-Mar-19,13,390.042,56
2019,19-Mar-19,14,413.85,58
2019,19-Mar-19,15,443.97,56
2019,19-Mar-19,16,478.743,58
2019,19-Mar-19,17,510.414,58
2019,19-Mar-19,18,501.766,56
2019,19-Mar-19,19,432.798,55
2019,19-Mar-19,20,384.916,50
2019,19-Mar-19,21,370.833,47
2019,19-Mar-19,22,321.059,46
2019,19-Mar-19,23,320.84,44
2019,19-Mar-19,24,284.9,47
2019,20-Mar-19,1,243.347,47
2019,20-Mar-19,2,204.033,47
2019,20-Mar-19,3,208.625,48
2019,20-Mar-19,4,179.495,48
2019,20-Mar-19,5,167.135,45
2019,20-Mar-19,6,171.62,45
2019,20-Mar-19,7,194.409,46
2019,20-Mar-19,8,227.902,37
2019,20-Mar-19,9,205.857,34
2019,20-Mar-19,10,148.643,36
2019,20-Mar-19,11,140.519,44
2019,20-Mar-19,12,152.979,50
2019,20-Mar-19,13,191.69,56
2019,20-Mar-19,14,198.444,58
2019,20-Mar-19,15,197.576,60
2019,20-Mar-19,16,211.825,60
2019,20-Mar-19,17,234.573,60
2019,20-Mar-19,18,243.622,59
2019,20-Mar-19,19,276.018,56
2019,20-Mar-19,20,399.704,56
2019,20-Mar-19,21,543.207,59
2019,20-Mar-19,22,561.633,59
2019,20-Mar-19,23,580.07,59
2019,20-Mar-19,24,531.253,59
2019,21-Mar-19,1,512.003,60
2019,21-Mar-19,2,496.318,56
2019,21-Mar-19,3,498.685,57
2019,21-Mar-19,4,484.337,56
2019,21-Mar-19,5,458.9,54
2019,21-Mar-19,6,431.714,56
2019,21-Mar-19,7,434.936,56
2019,21-Mar-19,8,430.5,57
2019,21-Mar-19,9,374.816,56
2019,21-Mar-19,10,305.087,55
2019,21-Mar-19,11,298.484,57
2019,21-Mar-19,12,409.683,57
2019,21-Mar-19,13,572.133,58
2019,21-Mar-19,14,634.635,59
2019,21-Mar-19,15,585.092,59
2019,21-Mar-19,16,638.124,59
2019,21-Mar-19,17,700.136,57
2019,21-Mar-19,18,719.631,58
2019,21-Mar-19,19,641.002,57
2019,21-Mar-19,20,528.331,57
2019,21-Mar-19,21,486.624,58
2019,21-Mar-19,22,484.208,60
2019,21-Mar-19,23,476.045,60
2019,21-Mar-19,24,419.693,59
2019,22-Mar-19,1,369.343,59
2019,22-Mar-19,2,403.782,57
2019,22-Mar-19,3,399.228,59
2019,22-Mar-19,4,353.804,59
2019,22-Mar-19,5,333.348,62
2019,22-Mar-19,6,364.434,62
2019,22-Mar-19,7,437.374,61
2019,22-Mar-19,8,445.627,61
2019,22-Mar-19,9,491.575,60
2019,22-Mar-19,10,528.179,58
2019,22-Mar-19,11,617.3,56
2019,22-Mar-19,12,654.338,56
2019,22-Mar-19,13,699.727,58
2019,22-Mar-19,14,754.386,60
2019,22-Mar-19,15,809.714,63
2019,22-Mar-19,16,805.403,63
2019,22-Mar-19,17,772.207,63
2019,22-Mar-19,18,763.829,63
2019,22-Mar-19,19,712.281,63
2019,22-Mar-19,20,655.564,62
2019,22-Mar-19,21,628.923,62
2019,22-Mar-19,22,622.646,63
2019,22-Mar-19,23,653.654,62
2019,22-Mar-19,24,632.156,60
2019,23-Mar-19,1,659.983,62
2019,23-Mar-19,2,653.284,59
2019,23-Mar-19,3,656.001,60
2019,23-Mar-19,4,686.568,62
2019,23-Mar-19,5,708.014,63
2019,23-Mar-19,6,765.579,64
2019,23-Mar-19,7,833.134,64
2019,23-Mar-19,8,875.529,66
2019,23-Mar-19,9,930.151,67
2019,23-Mar-19,10,1001.016,65
2019,23-Mar-19,11,998.569,66
2019,23-Mar-19,12,971.478,66
2019,23-Mar-19,13,978.79,66
2019,23-Mar-19,14,982.91,66
2019,23-Mar-19,15,986.179,67
2019,23-Mar-19,16,1019.009,66
2019,23-Mar-19,17,1041.994,67
2019,23-Mar-19,18,1055.155,65
2019,23-Mar-19,19,1016.581,64
2019,23-Mar-19,20,1018.913,63
2019,23-Mar-19,21,1015.905,62
2019,23-Mar-19,22,1028.242,63
2019,23-Mar-19,23,1034.494,62
2019,23-Mar-19,24,1002.054,62
2019,24-Mar-19,1,914.024,61
2019,24-Mar-19,2,900.099,57
2019,24-Mar-19,3,888.416,55
2019,24-Mar-19,4,890.304,57
2019,24-Mar-19,5,876.827,56
2019,24-Mar-19,6,903.291,59
2019,24-Mar-19,7,877.353,60
2019,24-Mar-19,8,845.062,60
2019,24-Mar-19,9,706.748,62
2019,24-Mar-19,10,621.959,63
2019,24-Mar-19,11,535.648,64
2019,24-Mar-19,12,523.525,65
2019,24-Mar-19,13,608.305,65
2019,24-Mar-19,14,609.795,64
2019,24-Mar-19,15,653.577,66
2019,24-Mar-19,16,741.346,63
2019,24-Mar-19,17,703.3,65
2019,24-Mar-19,18,629.248,64
2019,24-Mar-19,19,563.466,63
2019,24-Mar-19,20,527.474,60
2019,24-Mar-19,21,501.46,60
2019,24-Mar-19,22,454.835,58
2019,24-Mar-19,23,437.866,57
2019,24-Mar-19,24,443.503,57
2019,25-Mar-19,1,424.255,57
2019,25-Mar-19,2,423.538,55
2019,25-Mar-19,3,514.743,56
2019,25-Mar-19,4,510.589,56
2019,25-Mar-19,5,523.837,56
2019,25-Mar-19,6,480.722,56
2019,25-Mar-19,7,447.769,55
2019,25-Mar-19,8,467.85,57
2019,25-Mar-19,9,476.507,59
2019,25-Mar-19,10,527.474,61
2019,25-Mar-19,11,642.953,57
2019,25-Mar-19,12,667.087,58
2019,25-Mar-19,13,730,54
2019,25-Mar-19,14,733.087,58
2019,25-Mar-19,15,753.069,55
2019,25-Mar-19,16,722.873,59
2019,25-Mar-19,17,699.926,59
2019,25-Mar-19,18,699.314,57
2019,25-Mar-19,19,655.438,54
2019,25-Mar-19,20,556.176,51
2019,25-Mar-19,21,527.173,46
2019,25-Mar-19,22,558.306,43
2019,25-Mar-19,23,551.394,44
2019,25-Mar-19,24,580.761,46
2019,26-Mar-19,1,561.215,44
2019,26-Mar-19,2,521.94,43
2019,26-Mar-19,3,546.943,45
2019,26-Mar-19,4,612.901,49
2019,26-Mar-19,5,709.765,51
2019,26-Mar-19,6,717.474,56
2019,26-Mar-19,7,660,55
2019,26-Mar-19,8,523.034,56
2019,26-Mar-19,9,504.895,59
2019,26-Mar-19,10,525.573,58
2019,26-Mar-19,11,492.356,59
2019,26-Mar-19,12,425.75,57
2019,26-Mar-19,13,379.872,57
2019,26-Mar-19,14,367.971,57
2019,26-Mar-19,15,459.333,57
2019,26-Mar-19,16,578.305,56
2019,26-Mar-19,17,677.796,57
2019,26-Mar-19,18,713.988,58
2019,26-Mar-19,19,734.105,55
2019,26-Mar-19,20,726.973,52
2019,26-Mar-19,21,716.625,52
2019,26-Mar-19,22,716.658,53
2019,26-Mar-19,23,657.604,55
2019,26-Mar-19,24,660.58,57
2019,27-Mar-19,1,519.481,55
2019,27-Mar-19,2,418.648,55
2019,27-Mar-19,3,352.01,55
2019,27-Mar-19,4,344.771,55
2019,27-Mar-19,5,304.062,52
2019,27-Mar-19,6,248.898,53
2019,27-Mar-19,7,175.43,52
2019,27-Mar-19,8,100.373,48
2019,27-Mar-19,9,41.032,46
2019,27-Mar-19,10,27.379,36
2019,27-Mar-19,11,18.024,37
2019,27-Mar-19,12,12.515,36
2019,27-Mar-19,13,11.492,40
2019,27-Mar-19,14,17.839,43
2019,27-Mar-19,15,32.101,42
2019,27-Mar-19,16,44.28,40
2019,27-Mar-19,17,66.269,53
2019,27-Mar-19,18,120.84,54
2019,27-Mar-19,19,209.055,54
2019,27-Mar-19,20,396.237,53
2019,27-Mar-19,21,564.945,54
2019,27-Mar-19,22,590.137,58
2019,27-Mar-19,23,593.257,59
2019,27-Mar-19,24,622.455,58
2019,28-Mar-19,1,680.854,57
2019,28-Mar-19,2,707.776,57
2019,28-Mar-19,3,713.978,59
2019,28-Mar-19,4,694.207,59
2019,28-Mar-19,5,678.875,59
2019,28-Mar-19,6,667.507,60
2019,28-Mar-19,7,682.533,59
2019,28-Mar-19,8,714.3,60
2019,28-Mar-19,9,636.247,62
2019,28-Mar-19,10,633.519,61
2019,28-Mar-19,11,712.2,59
2019,28-Mar-19,12,747.397,63
2019,28-Mar-19,13,742.906,66
2019,28-Mar-19,14,745.984,66
2019,28-Mar-19,15,763.17,67
2019,28-Mar-19,16,774.323,66
2019,28-Mar-19,17,808.601,66
2019,28-Mar-19,18,784.698,65
2019,28-Mar-19,19,814.047,65
2019,28-Mar-19,20,826.554,61
2019,28-Mar-19,21,744.328,61
2019,28-Mar-19,22,717.23,61
2019,28-Mar-19,23,694.664,61
2019,28-Mar-19,24,678.068,61
2019,29-Mar-19,1,677.506,62
2019,29-Mar-19,2,710.432,59
2019,29-Mar-19,3,658.118,61
2019,29-Mar-19,4,617.794,61
2019,29-Mar-19,5,573.46,60
2019,29-Mar-19,6,512.948,61
2019,29-Mar-19,7,504.145,60
2019,29-Mar-19,8,507.428,60
2019,29-Mar-19,9,385.042,62
2019,29-Mar-19,10,322.068,61
2019,29-Mar-19,11,254.684,62
2019,29-Mar-19,12,223.929,60
2019,29-Mar-19,13,223.048,61
2019,29-Mar-19,14,204.771,60
2019,29-Mar-19,15,198.723,59
2019,29-Mar-19,16,184.917,57
2019,29-Mar-19,17,208.504,59
2019,29-Mar-19,18,208.604,55
2019,29-Mar-19,19,240.712,52
2019,29-Mar-19,20,325.965,55
2019,29-Mar-19,21,337.021,56
2019,29-Mar-19,22,369.563,55
2019,29-Mar-19,23,304.671,54
2019,29-Mar-19,24,252.525,53
2019,30-Mar-19,1,205.804,45
2019,30-Mar-19,2,205.149,35
2019,30-Mar-19,3,180.943,30
2019,30-Mar-19,4,164.952,37
2019,30-Mar-19,5,136.263,53
2019,30-Mar-19,6,199.363,58
2019,30-Mar-19,7,320.165,54
2019,30-Mar-19,8,401.165,53
2019,30-Mar-19,9,388.058,53
2019,30-Mar-19,10,360.684,53
2019,30-Mar-19,11,305.094,53
2019,30-Mar-19,12,249.867,55
2019,30-Mar-19,13,322.73,61
2019,30-Mar-19,14,414.597,61
2019,30-Mar-19,15,450.117,62
2019,30-Mar-19,16,489.422,65
2019,30-Mar-19,17,593.895,65
2019,30-Mar-19,18,626.582,66
2019,30-Mar-19,19,685.41,65
2019,30-Mar-19,20,623.266,63
2019,30-Mar-19,21,638.45,63
2019,30-Mar-19,22,638.773,63
2019,30-Mar-19,23,663.798,63
2019,30-Mar-19,24,653.038,63
2019,31-Mar-19,1,696.493,63
2019,31-Mar-19,2,735.46,62
2019,31-Mar-19,3,742.428,64
2019,31-Mar-19,4,835.449,64
2019,31-Mar-19,5,788.468,63
2019,31-Mar-19,6,880.185,65
2019,31-Mar-19,7,860.537,64
2019,31-Mar-19,8,932.941,66
2019,31-Mar-19,9,946.252,67
2019,31-Mar-19,10,822.003,69
2019,31-Mar-19,11,905.801,68
2019,31-Mar-19,12,872.991,68
2019,31-Mar-19,13,812.438,64
2019,31-Mar-19,14,775.762,64
2019,31-Mar-19,15,772.748,63
2019,31-Mar-19,16,826.376,61
2019,31-Mar-19,17,797.916,61
2019,31-Mar-19,18,799.257,61
2019,31-Mar-19,19,878.816,61
2019,31-Mar-19,20,832.242,60
2019,31-Mar-19,21,821.869,60
2019,31-Mar-19,22,827.018,62
2019,31-Mar-19,23,864.585,62
2019,31-Mar-19,24,840.406,61
2019,1-Apr-19,1,828.448,61
2019,1-Apr-19,2,785.875,59
2019,1-Apr-19,3,841.832,59
2019,1-Apr-19,4,894.015,62
2019,1-Apr-19,5,880.762,62
2019,1-Apr-19,6,842.316,62
2019,1-Apr-19,7,881.82,59
2019,1-Apr-19,8,902.534,64
2019,1-Apr-19,9,894.197,67
2019,1-Apr-19,10,944.445,66
2019,1-Apr-19,11,978.202,67
2019,1-Apr-19,12,985.603,66
2019,1-Apr-19,13,1000.047,66
2019,1-Apr-19,14,1000.204,66
2019,1-Apr-19,15,1009.93,66
2019,1-Apr-19,16,989.785,65
2019,1-Apr-19,17,1023.453,65
2019,1-Apr-19,18,992.209,64
2019,1-Apr-19,19,945.578,62
2019,1-Apr-19,20,828.024,58
2019,1-Apr-19,21,732.643,55
2019,1-Apr-19,22,693.555,54
2019,1-Apr-19,23,684.061,52
2019,1-Apr-19,24,662.269,54
2019,2-Apr-19,1,605.318,54
2019,2-Apr-19,2,492.335,55
2019,2-Apr-19,3,473.415,52
2019,2-Apr-19,4,453.185,50
2019,2-Apr-19,5,378.943,47
2019,2-Apr-19,6,374.051,39
2019,2-Apr-19,7,352.136,43
2019,2-Apr-19,8,287.508,47
2019,2-Apr-19,9,180.126,53
2019,2-Apr-19,10,155.232,51
2019,2-Apr-19,11,248.34,52
2019,2-Apr-19,12,333.562,55
2019,2-Apr-19,13,361.431,58
2019,2-Apr-19,14,437.082,59
2019,2-Apr-19,15,478.407,58
2019,2-Apr-19,16,525.943,59
